"1 Sem Algebra" "1 Sem Inglés I" "1 Sem Lectura expresión oral y escritura I" "1 Sem Lógica" "1 Sem Química I" "1 Sem Tecnologías de la Información y comunicación" "2 Sem Geometría y trigonometría" "2 Sem Inglés II" "2 Sem Lectura expresión oral y escritura II" "2 Sem Química II" "3 Sem Biología" "3 Sem Ética" "3 Sem Geometría analítica" "3 Sem Inglés III" "4 Sem Calculo diferencial" "4 Sem Ecología" "4 Sem Física I" "4 Sem Inglés IV" "5 Sem Cálculo integral" "5 Sem Ciencia Tecnología Sociedad y Valores" "5 Sem Física II" "5 Sem Inglés V" "6 Sem Probabilidad y estadística" "6 Sem Temas de filosofía"
"1 Sem Algebra" 0 1.27071356017494 1.01015924609957 1.03353064271836 0.95672894346217 1.00920774622228 0.811803509156959 1.28473797712807 1.13538077186357 0.827719650781359 1.04023788051999 1.0411202273683 0.856090925294284 1.24794018212619 0.846213769364809 1.12735683165216 0.964126393119456 1.23168443201143 0.746767418761516 1.10091960282803 0.970592932095907 1.27095684917977 0.87986092556443 1.08905608914843
"1 Sem Inglés I" 1.27071356017494 0 1.0513433376093 1.08094572490505 1.11629968993169 1.0488154517496 1.14755374463517 0.309440496654178 1.04656230617513 1.3177643772838 1.14679111220395 1.24382201395037 1.24029685475018 0.554720907181619 1.2252072835731 1.21754657580092 1.25330752586265 0.581165351239729 1.26053438355067 1.17933231393742 1.32684781773042 0.558313496649561 1.19831337245139 1.15968349970971
"1 Sem Lectura expresión oral y escritura I" 1.01015924609957 1.0513433376093 0 1.03417843044248 1.05341153269147 0.786773536550519 0.99576527049575 1.03910887405579 0.61226723707998 1.04078273103356 1.13010553547308 1.18795852284842 1.08428515392072 1.12099309132363 1.10757370703695 1.08247815326451 1.16435415880359 1.09634370183893 1.01613626224059 1.07888699124047 1.13914217598753 1.05985270629464 1.02138832869888 1.1056470398945
"1 Sem Lógica" 1.03353064271836 1.08094572490505 1.03417843044248 0 1.18011481499208 1.0192864411993 1.04879735104628 1.11489467263871 1.03624543487882 1.10542057844224 1.07573460457591 0.779700594356437 1.0297122723245 1.09713406125489 1.14542031095385 1.09447475383088 1.12393155660366 1.05768492150024 1.18507365928522 1.1069346164355 1.19743843472659 1.01040128860365 1.07235480673464 0.611136405073988
"1 Sem Química I" 0.95672894346217 1.11629968993169 1.05341153269147 1.18011481499208 0 1.0702571230465 1.03538306214117 1.21219513268137 1.13224929944722 0.505083989371343 0.681867908935913 1.1391001893984 1.09129829477957 1.26225435796722 1.12335929909197 0.777321494845383 0.768643659673544 1.24836466609387 1.07375858724312 0.914975156610532 0.826389688941296 1.23912036977063 1.10966285594601 1.11040526522029
"1 Sem Tecnologías de la Información y comunicación" 1.00920774622228 1.0488154517496 0.786773536550519 1.0192864411993 1.0702571230465 0 1.18684188712825 1.08239037006789 0.745458310029039 1.14047948463889 1.01543363888714 1.04073909630159 1.18447803859258 1.12485315499259 1.04309429935364 1.11618759233877 1.17702714606812 1.05061102041552 0.996995642069813 1.02902675993671 1.06209772872505 1.11987179380394 1.0156394213918 1.14416263855291
"2 Sem Geometría y trigonometría" 0.811803509156959 1.14755374463517 0.99576527049575 1.04879735104628 1.03538306214117 1.18684188712825 0 1.19599734710583 1.07481182323781 1.04454091073357 1.13010970396782 1.08896924587398 0.677042891580918 1.14168894452521 0.843955747821339 1.09795185372563 0.988401664068873 1.14740351380217 0.843120070815121 1.09599658955697 0.97514375154659 1.21858567572554 0.875628225295761 1.02042722336477
"2 Sem Inglés II" 1.28473797712807 0.309440496654178 1.03910887405579 1.11489467263871 1.21219513268137 1.08239037006789 1.19599734710583 0 1.06385823302745 1.32991595090527 1.22028639249916 1.23087230675205 1.25494988680306 0.445957253676141 1.1911164794818 1.22600422441784 1.28762453493132 0.478422218190724 1.26083501698937 1.20134693381101 1.24347522131484 0.485816680342755 1.19484310001622 1.21333866894899
"2 Sem Lectura expresión oral y escritura II" 1.13538077186357 1.04656230617513 0.61226723707998 1.03624543487882 1.13224929944722 0.745458310029039 1.07481182323781 1.06385823302745 0 1.2114573956458 1.13765874105703 1.12979563084583 1.0209669417274 1.07032638922231 1.07617175160708 1.06957027815649 1.16281546044334 1.0268873656239 1.04542493805248 1.09399556355543 1.12634325282099 1.03600038861336 1.05208724829243 1.06902612136721
"2 Sem Química II" 0.827719650781359 1.3177643772838 1.04078273103356 1.10542057844224 0.505083989371343 1.14047948463889 1.04454091073357 1.32991595090527 1.2114573956458 0 0.757404928141919 1.02536096316553 0.996537511321138 1.27272063214073 1.10619663544647 0.790362566293547 0.672653276106697 1.33033433165367 1.06303353334395 0.919414181076048 0.772402106529304 1.22654845648895 1.05674531145776 1.02934385730029
