"1 Sem Algebra" "1 Sem Inglés I" "1 Sem Lectura expresión oral y escritura I" "1 Sem Lógica" "1 Sem Química I" "1 Sem Tecnologías de la Información y comunicación" "2 Sem Geometría y trigonometría" "2 Sem Inglés II" "2 Sem Lectura expresión oral y escritura II" "2 Sem Química II" "3 Sem Biología" "3 Sem Ética" "3 Sem Geometría analítica" "3 Sem Inglés III" "4 Sem Calculo diferencial" "4 Sem Ecología" "4 Sem Física I" "4 Sem Inglés IV" "5 Sem Cálculo integral" "5 Sem Ciencia Tecnología Sociedad y Valores" "5 Sem Física II" "5 Sem Inglés V" "6 Sem Probabilidad y estadística" "6 Sem Temas de filosofía"
"1 Sem Algebra" 0 1.04508690889061 1.0803381166709 0.645111753144846 0.932786801710908 0.86622440675413 0.645381627855692 1.12949308783796 0.877416925846791 1.23523928311636 1.10918394814806 1.21446084158462 1.05268946628771 1.10739801802464 0.629993324441827 1.21759426700505 1.17633302354694 1.14434134348754 0.760526647021283 1.13653034953457 1.21089878662806 1.23377138606842 0.849994920569207 1.15751388265851
"1 Sem Inglés I" 1.04508690889061 0 1.1318803470149 1.01060226443102 1.2079784292228 1.04718923439953 1.29047879739546 0.164370900631933 0.981634315050391 1.35441409764501 1.55267261971626 1.44700541717749 1.35438292580316 0.521291304140227 1.27726833173555 1.35532000527227 1.35785796107588 0.404587171457016 1.23844304156641 1.28481339226965 1.41439019732083 0.629075058708792 1.42034561904724 1.44245888956703
"1 Sem Lectura expresión oral y escritura I" 1.0803381166709 1.1318803470149 0 0.859848506519514 0.969748393553355 0.702586561693034 1.05279471834557 1.11556667423675 0.574806287927094 1.18424683066417 1.10277541672779 1.14606603879001 1.00195253003618 1.40735956245624 1.23893722817343 1.23278691591438 0.974813460274053 1.28126061699545 0.95417638748655 0.951735747484279 1.18465932735142 1.38867963535507 1.09002663011598 1.09329834438863
"1 Sem Lógica" 0.645111753144846 1.01060226443102 0.859848506519514 0 1.15300375904265 0.991676940917553 0.890933828615861 1.09060576911196 0.724550478457925 1.33247423998055 1.08586151594504 1.03104345515388 0.918990375515611 1.21729462366377 0.94391684856417 1.19209450527571 1.2376733775598 1.22833761246445 0.828533736551678 0.989265362792494 1.29399146261649 1.26226742761201 0.984581702265513 0.818779060041451
"1 Sem Química I" 0.932786801710908 1.2079784292228 0.969748393553355 1.15300375904265 0 1.07887116648105 0.993066949196647 1.2016909141661 1.22288794365773 0.478525244001662 0.848687141943901 1.09104792573524 1.0551501732568 1.17940892539436 1.0725896917401 0.838616471598456 0.727276709134603 1.25387751832429 1.02441142852389 0.856427579971511 0.793453193089223 1.18714477736988 1.06368031949989 1.09918787665803
"1 Sem Tecnologías de la Información y comunicación" 0.86622440675413 1.04718923439953 0.702586561693034 0.991676940917553 1.07887116648105 0 1.06469126747991 0.984506766345349 0.692788612233921 1.39066567077733 1.16983158770989 1.2068021291652 1.18269333865636 1.32862361662064 1.0635311339989 1.18320632089379 1.28631244026572 1.17247705409257 0.835088373555468 1.15513732350011 1.24113632554424 1.32037778681141 0.828766174419445 1.29519900446272
"2 Sem Geometría y trigonometría" 0.645381627855692 1.29047879739546 1.05279471834557 0.890933828615861 0.993066949196647 1.06469126747991 0 1.25400845365488 0.986964472066704 1.14846548688331 0.971925810489795 0.884678688058194 0.674470784004787 1.22995856444129 0.652511293453984 1.12162706000811 1.03340630776935 1.18769365883107 0.778913760093884 1.17430675398031 1.00106323338423 1.17043997303376 0.840769677298763 0.870395923874844
"2 Sem Inglés II" 1.12949308783796 0.164370900631933 1.11556667423675 1.09060576911196 1.2016909141661 0.984506766345349 1.25400845365488 0 1.03591331814589 1.36093967512219 1.52182981601535 1.36615750558351 1.45130959217051 0.521101994630657 1.2611429697633 1.37989705683801 1.38482974236486 0.457102536292547 1.21264174700416 1.27073651215896 1.40246410154844 0.58008241458419 1.42889397453899 1.4241257029961
"2 Sem Lectura expresión oral y escritura II" 0.877416925846791 0.981634315050391 0.574806287927094 0.724550478457925 1.22288794365773 0.692788612233921 0.986964472066704 1.03591331814589 0 1.30467529829669 1.37139831818597 1.3135757149427 0.896863274808156 1.36165532251587 0.962496069473642 1.11981750072727 1.08989711421189 1.17506583353047 0.967392306185443 1.07598588422392 1.29263934044203 1.38668495451809 1.1572536073334 1.31174745774558
"2 Sem Química II" 1.23523928311636 1.35441409764501 1.18424683066417 1.33247423998055 0.478525244001662 1.39066567077733 1.14846548688331 1.36093967512219 1.30467529829669 0 0.74036998022369 0.735904631846592 0.996602426196105 0.93475900964949 1.03633154430949 0.429214428201152 0.416132787227283 1.18509546949232 1.32450588883659 0.864665434626908 0.610261676323918 0.907634801988779 1.16820680567477 0.764373076915599
