"1 Sem Algebra" "1 Sem Inglés I" "1 Sem Lectura expresión oral y escritura I" "1 Sem Lógica" "1 Sem Química I" "1 Sem Tecnologías de la Información y comunicación" "2 Sem Geometría y trigonometría" "2 Sem Inglés II" "2 Sem Lectura expresión oral y escritura II" "2 Sem Química II" "3 Sem Biología" "3 Sem Ética" "3 Sem Geometría analítica" "3 Sem Inglés III" "4 Sem Calculo diferencial" "4 Sem Ecología" "4 Sem Física I" "4 Sem Inglés IV" "5 Sem Cálculo integral" "5 Sem Ciencia Tecnología Sociedad y Valores" "5 Sem Física II" "5 Sem Inglés V" "6 Sem Probabilidad y estadística" "6 Sem Temas de filosofía"
"1 Sem Algebra" 0 1.07973271683594 0.998347218853875 0.939315362867334 0.866327279909798 0.940927317048128 0.870852809778814 1.11570055891515 0.94368178630726 0.954559965545822 1.04006934513945 1.19228336947002 1.02967248301052 1.26611020840593 0.821206957875326 1.04507163797354 0.906478354500725 1.1897470381805 0.826163684434115 0.984858183207344 1.04504273329317 1.31357169451974 0.881813053867873 1.12654819808968
"1 Sem Inglés I" 1.07973271683594 0 0.905001855854378 0.988342173371657 1.47849920498152 0.958907391008215 1.45111011959845 0.0757336166063111 0.922514823516413 1.63101962797226 1.71905720838912 1.61999391549811 1.44904360709207 0.400593103424346 1.38993137545119 1.56256311052943 1.55987772076707 0.230805944660124 1.17270320217375 1.32834003911706 1.61987045030457 0.537891085545927 1.50122823837603 1.66365834712173
"1 Sem Lectura expresión oral y escritura I" 0.998347218853875 0.905001855854378 0 0.806799534162553 1.18555911283499 0.713544999409076 1.03617781509775 0.952830316859841 0.432828193310031 1.31786197024746 1.29436048744368 1.25395451881269 1.07646711151917 1.21417903202239 1.11587928078257 1.30177370852018 1.27901614516976 1.00374631926531 0.921919876495239 1.07705203824587 1.30449271124626 1.275098937343 1.12098962759386 1.17071734137164
"1 Sem Lógica" 0.939315362867334 0.988342173371657 0.806799534162553 0 1.16570283302606 0.895730522643316 1.02560723649705 0.989677140250327 0.894654133932975 1.28342074699581 1.12668157987847 0.894613760172262 0.931000652824724 1.16201224101648 1.01398379177534 1.16990356763751 1.31915162859809 1.10363968756551 0.942637336018536 1.00759571122569 1.2858958289071 1.22569521838703 0.993261172328829 0.809824227174312
"1 Sem Química I" 0.866327279909798 1.47849920498152 1.18555911283499 1.16570283302606 0 1.13082602530682 0.859012411395098 1.47713899528772 1.16397949659412 0.484517305307333 0.483682517538106 0.83603978983183 0.848250640738705 1.36709498270804 0.912627685359617 0.563027398395951 0.529724180228388 1.45298592531671 1.07004694557649 0.771992105947017 0.569738458740807 1.30268181701627 0.852800256283373 0.824946793218665
"1 Sem Tecnologías de la Información y comunicación" 0.940927317048128 0.958907391008215 0.713544999409076 0.895730522643316 1.13082602530682 0 1.04455493232908 0.924319812792703 0.75701884107114 1.28565200677092 1.13996261957692 1.12123282037973 1.15306330533637 1.19338938785455 1.01542523870634 1.20570685544169 1.30448955277407 1.04191096310022 0.869793820743181 1.14405585996072 1.26566887324444 1.23079124730078 1.04743015046468 1.18569627532186
"2 Sem Geometría y trigonometría" 0.870852809778814 1.45111011959845 1.03617781509775 1.02560723649705 0.859012411395098 1.04455493232908 0 1.402686738623 1.0903400532682 0.779399557674645 0.724034367814485 0.755020736982743 0.615365686483757 1.31482790293831 0.727498114111741 0.874544715398453 0.858342386162789 1.39558629769316 0.897042294591406 1.04136747248605 0.820170801505025 1.22819571867688 0.784444035735436 0.644293555428925
"2 Sem Inglés II" 1.11570055891515 0.0757336166063111 0.952830316859841 0.989677140250327 1.47713899528772 0.924319812792703 1.402686738623 0 0.988240986872673 1.61333457668635 1.68644123500966 1.56453134232451 1.46909106346432 0.425501990073966 1.34320199666412 1.55352469331308 1.566714495884 0.317924587798037 1.1200085825909 1.32142986895147 1.5915641526116 0.541526868914823 1.49002418395151 1.61053192336122
"2 Sem Lectura expresión oral y escritura II" 0.94368178630726 0.922514823516413 0.432828193310031 0.894654133932975 1.16397949659412 0.75701884107114 1.0903400532682 0.988240986872673 0 1.28177148684555 1.2779072537649 1.29198928073203 1.05259613887128 1.21809903847438 1.03986028254414 1.20579538623918 1.2110322536042 1.00545800247964 1.00784521391701 1.05377279885999 1.2742263292872 1.27039263493457 1.13034136957327 1.28503803449003
"2 Sem Química II" 0.954559965545822 1.63101962797226 1.31786197024746 1.28342074699581 0.484517305307333 1.28565200677092 0.779399557674645 1.61333457668635 1.28177148684555 0 0.407918903717292 0.638647047569995 0.774350130810969 1.29724744033842 0.902171367424702 0.360509802478775 0.277151414921775 1.50933061100522 1.1472409706878 0.823550185905494 0.455653475728468 1.17924005459878 0.756929987426581 0.643200144343196
