"1 Sem Algebra" "1 Sem Inglés I" "1 Sem Lectura expresión oral y escritura I" "1 Sem Lógica" "1 Sem Química I" "1 Sem Tecnologías de la Información y comunicación" "2 Sem Geometría y trigonometría" "2 Sem Inglés II" "2 Sem Lectura expresión oral y escritura II" "2 Sem Química II" "3 Sem Biología" "3 Sem Ética" "3 Sem Geometría analítica" "3 Sem Inglés III" "4 Sem Calculo diferencial" "4 Sem Ecología" "4 Sem Física I" "4 Sem Inglés IV" "5 Sem Cálculo integral" "5 Sem Ciencia Tecnología Sociedad y Valores" "5 Sem Física II" "5 Sem Inglés V" "6 Sem Probabilidad y estadística" "6 Sem Temas de filosofía"
"1 Sem Algebra" 0 1.28209310263214 0.960545758080063 0.993853855188038 0.938656918012201 1.07317704012967 0.726413790475988 1.25208278984147 1.14926672408619 0.876922378821701 1.04479123819681 0.958600051619032 0.851862025493096 1.25971403292598 0.760603219150979 1.1766128121756 0.969257142074948 1.26696953187602 0.706008410016175 1.15523990691311 0.997366130542297 1.27853530310333 0.927156712121245 1.05835663452566
"1 Sem Inglés I" 1.28209310263214 0 1.031239060656 1.11590897538499 1.11518782060311 1.01916892059713 1.17217488014445 0.337224517348529 1.02779646259913 1.3122214928285 1.10658799722772 1.28153084451246 1.2173699852071 0.620298063034065 1.213342535999 1.22722832802856 1.20541142857167 0.5943835912725 1.27447539564162 1.11170379570289 1.31991292862249 0.589700432629345 1.24790252813931 1.23941407987185
"1 Sem Lectura expresión oral y escritura I" 0.960545758080063 1.031239060656 0 1.1033892853104 1.02890123118537 0.787486529813585 0.912157276299168 1.05396456885016 0.515570381084239 1.09550064936805 1.10854168176087 1.17135410331593 1.11222637031614 1.19708979467814 1.12939942916919 1.03876263193307 1.13336910411605 1.14129051847982 0.973014305746138 1.05478634958586 1.15273845024055 1.14050445216659 1.04742950825382 1.14822214951778
"1 Sem Lógica" 0.993853855188038 1.11590897538499 1.1033892853104 0 1.11124669190909 1.06926550898209 0.969349652842752 1.15400571185343 1.09917749935272 1.05157238775894 1.09708664081069 0.775085383756833 1.05464451051717 1.09417911584179 1.08702205061789 1.05995092398309 1.04751803048856 1.04689227182285 1.09877849313484 1.19516095715811 1.20546144342415 0.995968424251296 1.05737208997269 0.655975227257636
"1 Sem Química I" 0.938656918012201 1.11518782060311 1.02890123118537 1.11124669190909 0 1.10444553688954 1.03015874836078 1.24216886755769 1.09915027742252 0.497951735202708 0.741666932247358 1.12815052913065 1.08389433135454 1.26910660539612 1.13578721803344 0.896533939261222 0.7793728814048 1.27524093579294 1.04856131938926 0.862077606138631 0.897501588423042 1.19712780271168 1.11187543470226 1.08419511723104
"1 Sem Tecnologías de la Información y comunicación" 1.07317704012967 1.01916892059713 0.787486529813585 1.06926550898209 1.10444553688954 0 1.15958651018325 1.01066355855758 0.705693800552411 1.14429710796218 1.05071104484964 1.05344420932693 1.20623839758862 1.11379213764236 1.05730967984029 1.11447905248746 1.15877107358925 1.05014935341847 1.01909641877052 0.999622643193936 1.04747288059818 1.15960117203589 0.992579283548814 1.17373138002039
"2 Sem Geometría y trigonometría" 0.726413790475988 1.17217488014445 0.912157276299168 0.969349652842752 1.03015874836078 1.15958651018325 0 1.24012358889634 1.03933685333252 1.02218426410205 1.05528218170595 1.09195930090268 0.6842660647285 1.18070860372497 0.857563313141573 1.15567513497808 1.01501540090932 1.18026092577548 0.817519339255729 1.1583693722243 1.02867233524312 1.2714133264397 0.889487853281506 0.972583341074232
"2 Sem Inglés II" 1.25208278984147 0.337224517348529 1.05396456885016 1.15400571185343 1.24216886755769 1.01066355855758 1.24012358889634 0 1.01405440722031 1.34069351727892 1.23661349698081 1.22700926519522 1.27508712760691 0.446505684988141 1.23340211248072 1.23266588765162 1.26563280156303 0.446238014006898 1.29355313824242 1.16968191079312 1.24637684255555 0.505649146939 1.25109151074118 1.29434149480075
"2 Sem Lectura expresión oral y escritura II" 1.14926672408619 1.02779646259913 0.515570381084239 1.09917749935272 1.09915027742252 0.705693800552411 1.03933685333252 1.01405440722031 0 1.22982750168531 1.12426848032849 1.15008485736655 1.04907512055443 1.06392134469694 1.11134349638074 1.03720346528844 1.17147321113515 1.05408016234048 1.11344438922961 1.09996178898934 1.15383961253799 1.07634347664316 1.05579340283369 1.10359399325258
"2 Sem Química II" 0.876922378821701 1.3122214928285 1.09550064936805 1.05157238775894 0.497951735202708 1.14429710796218 1.02218426410205 1.34069351727892 1.22982750168531 0 0.713731603477586 0.965185893684673 1.00770061059784 1.27239009842854 1.12588784667096 0.838568422975231 0.70267459189128 1.35056835265966 1.03040385730168 0.874112663960418 0.777048117075229 1.16396883936687 1.05883120208379 1.04229578841069
"3 Sem Biología" 1.04479123819681 1.10658799722772 1.10854168176087 1.09708664081069 0.741666932247358 1.05071104484964 1.05528218170595 1.23661349698081 1.12426848032849 0.713731603477586 0 0.940583782756207 1.0399898854377 1.23584737273741 1.11721005726018 0.799315521876192 0.859713143870082 1.26065182087182 1.0833627646831 0.842406922726612 0.811419927248911 1.33064029861279 1.04378184223352 0.969518793999145
"3 Sem Ética" 0.958600051619032 1.28153084451246 1.17135410331593 0.775085383756833 1.12815052913065 1.05344420932693 1.09195930090268 1.22700926519522 1.15008485736655 0.965185893684673 0.940583782756207 0 0.965099608829041 1.14030574781967 0.98097458917102 0.945733656494784 1.09526190992619 1.08606775776967 1.12929510431833 0.972509273174647 1.06533480044544 1.12647807327423 1.04375068317736 0.621657498183117
"3 Sem Geometría analítica" 0.851862025493096 1.2173699852071 1.11222637031614 1.05464451051717 1.08389433135454 1.20623839758862 0.6842660647285 1.27508712760691 1.04907512055443 1.00770061059784 1.0399898854377 0.965099608829041 0 1.14997435312242 0.826244605315873 0.928135676090963 0.958389271085301 1.26640056211059 0.774719089614789 1.0389871520332 1.04453873747974 1.24467687757872 0.770165804676713 0.98329908329788
"3 Sem Inglés III" 1.25971403292598 0.620298063034065 1.19708979467814 1.09417911584179 1.26910660539612 1.11379213764236 1.18070860372497 0.446505684988141 1.06392134469694 1.27239009842854 1.23584737273741 1.14030574781967 1.14997435312242 0 1.2089217371838 1.1999071051312 1.25987363824449 0.43721870705964 1.29502084280745 1.23296651990431 1.17700917480753 0.415185470946372 1.23830566523147 1.12601386000926
"4 Sem Calculo diferencial" 0.760603219150979 1.213342535999 1.12939942916919 1.08702205061789 1.13578721803344 1.05730967984029 0.857563313141573 1.23340211248072 1.11134349638074 1.12588784667096 1.11721005726018 0.98097458917102 0.826244605315873 1.2089217371838 0 1.1078605408678 1.02258363192519 1.11172394098289 0.465438303444174 1.11641177920688 0.97764633200995 1.22460288540577 0.672099884567136 1.10133966552851
"4 Sem Ecología" 1.1766128121756 1.22722832802856 1.03876263193307 1.05995092398309 0.896533939261222 1.11447905248746 1.15567513497808 1.23266588765162 1.03720346528844 0.838568422975231 0.799315521876192 0.945733656494784 0.928135676090963 1.1999071051312 1.1078605408678 0 0.894900156650036 1.30263890887494 1.04709123719835 0.731936175870301 0.842911261867737 1.18641938462661 1.00144078765811 0.864762543047716
"4 Sem Física I" 0.969257142074948 1.20541142857167 1.13336910411605 1.04751803048856 0.7793728814048 1.15877107358925 1.01501540090932 1.26563280156303 1.17147321113515 0.70267459189128 0.859713143870082 1.09526190992619 0.958389271085301 1.25987363824449 1.02258363192519 0.894900156650036 0 1.28876002160383 0.964151160521732 0.943398300748847 0.609992424165753 1.20266322511508 0.974620399879162 1.01276519534673
"4 Sem Inglés IV" 1.26696953187602 0.5943835912725 1.14129051847982 1.04689227182285 1.27524093579294 1.05014935341847 1.18026092577548 0.446238014006898 1.05408016234048 1.35056835265966 1.26065182087182 1.08606775776967 1.26640056211059 0.43721870705964 1.11172394098289 1.30263890887494 1.28876002160383 0 1.1969182533413 1.2732478611687 1.25725388339743 0.51430263726082 1.17733529775152 1.12985238774253
"5 Sem Cálculo integral" 0.706008410016175 1.27447539564162 0.973014305746138 1.09877849313484 1.04856131938926 1.01909641877052 0.817519339255729 1.29355313824242 1.11344438922961 1.03040385730168 1.0833627646831 1.12929510431833 0.774719089614789 1.29502084280745 0.465438303444174 1.04709123719835 0.964151160521732 1.1969182533413 0 0.996555219277067 0.953234799852798 1.34562404721573 0.802948007046957 1.08363011105965
"5 Sem Ciencia Tecnología Sociedad y Valores" 1.15523990691311 1.11170379570289 1.05478634958586 1.19516095715811 0.862077606138631 0.999622643193936 1.1583693722243 1.16968191079312 1.09996178898934 0.874112663960418 0.842406922726612 0.972509273174647 1.0389871520332 1.23296651990431 1.11641177920688 0.731936175870301 0.943398300748847 1.2732478611687 0.996555219277067 0 0.832048051905577 1.17668839404692 1.01127758368899 1.00806627871085
"5 Sem Física II" 0.997366130542297 1.31991292862249 1.15273845024055 1.20546144342415 0.897501588423042 1.04747288059818 1.02867233524312 1.24637684255555 1.15383961253799 0.777048117075229 0.811419927248911 1.06533480044544 1.04453873747974 1.17700917480753 0.97764633200995 0.842911261867737 0.609992424165753 1.25725388339743 0.953234799852798 0.832048051905577 0 1.15109763787858 0.957457828506706 1.05636989400374
"5 Sem Inglés V" 1.27853530310333 0.589700432629345 1.14050445216659 0.995968424251296 1.19712780271168 1.15960117203589 1.2714133264397 0.505649146939 1.07634347664316 1.16396883936687 1.33064029861279 1.12647807327423 1.24467687757872 0.415185470946372 1.22460288540577 1.18641938462661 1.20266322511508 0.51430263726082 1.34562404721573 1.17668839404692 1.15109763787858 0 1.26017647721489 1.09100894019048
"6 Sem Probabilidad y estadística" 0.927156712121245 1.24790252813931 1.04742950825382 1.05737208997269 1.11187543470226 0.992579283548814 0.889487853281506 1.25109151074118 1.05579340283369 1.05883120208379 1.04378184223352 1.04375068317736 0.770165804676713 1.23830566523147 0.672099884567136 1.00144078765811 0.974620399879162 1.17733529775152 0.802948007046957 1.01127758368899 0.957457828506706 1.26017647721489 0 1.04768236561421
"6 Sem Temas de filosofía" 1.05835663452566 1.23941407987185 1.14822214951778 0.655975227257636 1.08419511723104 1.17373138002039 0.972583341074232 1.29434149480075 1.10359399325258 1.04229578841069 0.969518793999145 0.621657498183117 0.98329908329788 1.12601386000926 1.10133966552851 0.864762543047716 1.01276519534673 1.12985238774253 1.08363011105965 1.00806627871085 1.05636989400374 1.09100894019048 1.04768236561421 0
