"1 Sem Algebra" "1 Sem Inglés I" "1 Sem Lectura expresión oral y escritura I" "1 Sem Lógica" "1 Sem Química I" "1 Sem Tecnologías de la Información y comunicación" "2 Sem Geometría y trigonometría" "2 Sem Inglés II" "2 Sem Lectura expresión oral y escritura II" "2 Sem Química II" "3 Sem Biología" "3 Sem Ética" "3 Sem Geometría analítica" "3 Sem Inglés III" "4 Sem Calculo diferencial" "4 Sem Ecología" "4 Sem Física I" "4 Sem Inglés IV" "5 Sem Cálculo integral" "5 Sem Ciencia Tecnología Sociedad y Valores" "5 Sem Física II" "5 Sem Inglés V" "6 Sem Probabilidad y estadística" "6 Sem Temas de filosofía"
"1 Sem Algebra" 0 1.21322664666665 1.01748936308335 1.01614816258171 0.975176026376419 1.03725395931095 0.856969934625292 1.21498405470368 1.0880740895231 0.919644487178445 1.11676759630572 1.08930160375536 0.851491155257121 1.22439309548464 0.814323911441096 1.11455939405553 0.994230228019519 1.20420372406386 0.809032381542009 1.07446545826096 1.03949890087136 1.21311379997244 0.893036198289255 1.11724191461101
"1 Sem Inglés I" 1.21322664666665 0 1.03310015540347 1.12146492120243 1.16011892952605 1.05193166231113 1.17173355971417 0.34024008784716 0.997083422393812 1.26905703547936 1.1419752181021 1.21732627367135 1.20315876587188 0.574883791836162 1.22968463252479 1.19712605059563 1.20893260128274 0.593388823875382 1.20570551729939 1.13408695603436 1.26840352017721 0.609441242204359 1.18656822357054 1.18533739871772
"1 Sem Lectura expresión oral y escritura I" 1.01748936308335 1.03310015540347 0 1.00763230929096 1.06376123137839 0.851058742260922 1.02406067521354 0.98591516792903 0.640204711718537 1.08280529111084 1.13690714542406 1.14795908060682 1.05735674431752 1.0703240825187 1.09799559103752 1.08950964479774 1.15300099888146 1.03320411683573 1.04335489232732 1.09009532527066 1.15396509804748 1.06295877621 1.04528078629796 1.0813286959883
"1 Sem Lógica" 1.01614816258171 1.12146492120243 1.00763230929096 0 1.11275990137591 0.993222238581433 1.08443107988931 1.1136045446067 1.0167181477194 1.11250046275147 1.10351753240571 0.800045287696191 1.04446343692217 1.09776084902597 1.12221382893889 1.07479979623071 1.12753468319878 1.1086181954641 1.10998011202902 1.08421516321752 1.13992105166702 1.04485485867063 1.07170409337386 0.651170230740164
"1 Sem Química I" 0.975176026376419 1.16011892952605 1.06376123137839 1.11275990137591 0 1.09094989579071 1.04164263844701 1.18727012814537 1.10930179352561 0.540168656577037 0.788581799402818 1.10951730191833 1.08696615693629 1.23113274355566 1.10077823313164 0.850554847691771 0.854245289505435 1.20766774671132 1.09255186123242 0.933910860439251 0.852068750058204 1.21653636835912 1.08062113808586 1.11110563088642
"1 Sem Tecnologías de la Información y comunicación" 1.03725395931095 1.05193166231113 0.851058742260922 0.993222238581433 1.09094989579071 0 1.12205241770398 1.03047291008672 0.842757761586797 1.14132962054599 1.01149725246832 1.00632430101771 1.15501841835347 1.1264892077725 1.02781929279779 1.04549844874421 1.12694274005837 1.051316350778 1.01030277429291 1.03671334995646 1.10780936346353 1.0963824116324 1.06328537590414 1.07835285202228
"2 Sem Geometría y trigonometría" 0.856969934625292 1.17173355971417 1.02406067521354 1.08443107988931 1.04164263844701 1.12205241770398 0 1.21035901193159 1.08374811455302 1.01640818318525 1.08514973584246 1.0909544160073 0.745418117374228 1.15798507561138 0.873152700933388 1.06896277161904 1.00068012262392 1.17276551367087 0.835352557185387 1.08071661969268 1.00141935274093 1.20278575428731 0.88372394844993 1.04694606890243
"2 Sem Inglés II" 1.21498405470368 0.34024008784716 0.98591516792903 1.1136045446067 1.18727012814537 1.03047291008672 1.21035901193159 0 1.03902136875848 1.27324793104848 1.20589709732264 1.23009774638148 1.24423247650199 0.525310185915052 1.20911785550137 1.19430480731581 1.23873906818354 0.531888655604115 1.20254880468446 1.14912425468531 1.2339620719754 0.537006737841329 1.19478378615118 1.22726261586146
"2 Sem Lectura expresión oral y escritura II" 1.0880740895231 0.997083422393812 0.640204711718537 1.0167181477194 1.10930179352561 0.842757761586797 1.08374811455302 1.03902136875848 0 1.14516956723448 1.10242906371722 1.08062346173691 1.06967429819857 1.03832874080626 1.07688709949495 1.06827465759038 1.15016676940709 1.01425473665282 1.08539722516482 1.08373950337057 1.1523090517187 1.05538148995401 1.04128775365745 1.08666076567758
"2 Sem Química II" 0.919644487178445 1.26905703547936 1.08280529111084 1.11250046275147 0.540168656577037 1.14132962054599 1.01640818318525 1.27324793104848 1.14516956723448 0 0.835627412439175 1.05142905157079 1.03534548494875 1.21116158531751 1.08799024425048 0.864976674402976 0.738307907502475 1.26743404262671 1.08454470337098 0.989480424999694 0.757890429200075 1.17680807049266 1.0454838421036 1.11326147560835
