"1 Sem Algebra" "1 Sem Inglés I" "1 Sem Lectura expresión oral y escritura I" "1 Sem Lógica" "1 Sem Química I" "1 Sem Tecnologías de la Información y comunicación" "2 Sem Geometría y trigonometría" "2 Sem Inglés II" "2 Sem Lectura expresión oral y escritura II" "2 Sem Química II" "3 Sem Biología" "3 Sem Ética" "3 Sem Geometría analítica" "3 Sem Inglés III" "4 Sem Calculo diferencial" "4 Sem Ecología" "4 Sem Física I" "4 Sem Inglés IV" "5 Sem Cálculo integral" "5 Sem Ciencia Tecnología Sociedad y Valores" "5 Sem Física II" "5 Sem Inglés V" "6 Sem Probabilidad y estadística" "6 Sem Temas de filosofía"
"1 Sem Algebra" 0 1.17706457950054 1.01294888270736 0.915720512714598 0.857416046420684 1.09240318595589 0.694242926903386 1.26152813785626 1.15218171447247 0.822344158167222 0.952555066278141 1.00097068655157 0.792687171254966 1.27661126559914 0.834536826430494 1.15005288971814 0.938121234428146 1.34032988413653 0.723581712168634 1.19194872508894 1.01847582221546 1.33385089922956 0.93127145766535 1.08856447184462
"1 Sem Inglés I" 1.17706457950054 0 0.99077464820786 1.13060480676765 1.14133157288829 0.962823541755069 1.15772941092536 0.401168036942049 0.966996694807408 1.38683557807058 1.13436567884661 1.28866890545532 1.33444489770418 0.675834257819191 1.15513573147484 1.29509804988887 1.20068578437844 0.567934209023836 1.2414752840545 1.12573435950787 1.35221137511142 0.634079567389158 1.23383337827031 1.16729589067497
"1 Sem Lectura expresión oral y escritura I" 1.01294888270736 0.99077464820786 0 1.16826117105361 1.01703461145675 0.789361348833973 0.978166013544179 1.0571182828008 0.430363082149405 1.12451838664078 1.17215459348813 1.22885850384641 1.17641960250628 1.23394717772784 1.06833083080283 0.971811465551147 1.11655985374145 1.18546150536912 0.961616881267327 1.01046883604991 1.12077803200865 1.07297300242412 1.07731836412659 1.14679142161102
"1 Sem Lógica" 0.915720512714598 1.13060480676765 1.16826117105361 0 1.05774617849964 1.12205850499949 0.977493953883499 1.23505347536059 1.15777094637412 0.980778624082983 0.935072155822851 0.748379838561427 0.955180502312842 1.14967272602893 1.03567290719551 1.01389680518523 0.904570893966406 1.05844794473877 0.999958023461743 1.27875345421576 1.19884891886562 1.13967752504857 1.03925502881709 0.610515212730432
"1 Sem Química I" 0.857416046420684 1.14133157288829 1.01703461145675 1.05774617849964 0 1.07935391276608 1.08611724495342 1.16822406192694 1.1399693394139 0.502844667321309 0.759410991499056 1.03298364892396 1.04448275141157 1.32323383619045 1.24160976847417 0.826839708284926 0.799159709526575 1.29727817405637 1.08069811583958 0.873426032292932 0.95273144661942 1.25611694397842 1.10376626349553 1.02447200266998
"1 Sem Tecnologías de la Información y comunicación" 1.09240318595589 0.962823541755069 0.789361348833973 1.12205850499949 1.07935391276608 0 1.23012868768446 0.884815921165452 0.692703578769348 1.08130250144132 1.15848475984291 1.10528333006418 1.28049702742067 1.06646048719122 1.02720760350462 1.17655986843478 1.16186114409192 0.995041156889371 1.1000073496781 1.01798204949042 1.02585935827956 1.03381306591211 0.925767133299825 1.31343048278142
"2 Sem Geometría y trigonometría" 0.694242926903386 1.15772941092536 0.978166013544179 0.977493953883499 1.08611724495342 1.23012868768446 0 1.24333111284616 1.12052751848067 1.00485373051617 0.991796908932116 0.967931522459558 0.765374697305504 1.13880461312834 0.816237450414062 1.1746319636038 0.957220261067731 1.16621557126052 0.809527103606453 1.19956100918038 0.993210301087017 1.28682931018144 0.92056247410071 0.938636906883701
"2 Sem Inglés II" 1.26152813785626 0.401168036942049 1.0571182828008 1.23505347536059 1.16822406192694 0.884815921165452 1.24333111284616 0 0.970779200295133 1.4155746090825 1.23904962737829 1.30041591538175 1.39974185950229 0.466511438357033 1.18080840933393 1.34080409672217 1.29603940432489 0.387783943091439 1.30090696698192 1.10781125926472 1.29347335788724 0.504617617244565 1.18627221829473 1.28561627254521
"2 Sem Lectura expresión oral y escritura II" 1.15218171447247 0.966996694807408 0.430363082149405 1.15777094637412 1.1399693394139 0.692703578769348 1.12052751848067 0.970779200295133 0 1.19581636906688 1.2317730330303 1.19855032018467 1.19502781558802 1.04626118318099 1.0908943539646 1.07025959051302 1.18984001144424 0.951863816602362 1.1114378407027 1.06861631693526 1.16717277666089 0.961612096781688 1.11089599336633 1.14601650383138
"2 Sem Química II" 0.822344158167222 1.38683557807058 1.12451838664078 0.980778624082983 0.502844667321309 1.08130250144132 1.00485373051617 1.4155746090825 1.19581636906688 0 0.747404786582294 0.845665360841536 0.870379883361221 1.27427450155496 1.1854396767654 0.834175777543612 0.719679357976897 1.42022298080302 1.00861434294703 0.913129773737462 0.858028513635573 1.218835630448 1.07309060254798 0.996800305553579
