"1 Sem Algebra" "1 Sem Inglés I" "1 Sem Lectura expresión oral y escritura I" "1 Sem Lógica" "1 Sem Química I" "1 Sem Tecnologías de la Información y comunicación" "2 Sem Geometría y trigonometría" "2 Sem Inglés II" "2 Sem Lectura expresión oral y escritura II" "2 Sem Química II" "3 Sem Biología" "3 Sem Ética" "3 Sem Geometría analítica" "3 Sem Inglés III" "4 Sem Calculo diferencial" "4 Sem Ecología" "4 Sem Física I" "4 Sem Inglés IV" "5 Sem Cálculo integral" "5 Sem Ciencia Tecnología Sociedad y Valores" "5 Sem Física II" "5 Sem Inglés V" "6 Sem Probabilidad y estadística" "6 Sem Temas de filosofía"
"1 Sem Algebra" 0 0.997896368815204 0.975392679150461 0.929947315642377 0.926899273299676 0.911794709470094 0.91513550048789 1.02987107315916 0.941922530437508 1.01118769618442 1.09012183324143 1.20177380845886 1.05406293928588 1.21267581426487 0.863229445859131 1.07287621512865 0.961813897707603 1.11899549887024 0.862062128321909 1.00500693421439 1.07399675340069 1.2793731675449 0.923074189550988 1.15317534712917
"1 Sem Inglés I" 0.997896368815204 0 0.773399954317085 0.92858395181012 1.58954604327841 0.841977747275081 1.54094134289029 0.0469806859354427 0.83664399865602 1.75527135911229 1.80943992505666 1.75799583766281 1.51885659970266 0.348160132533299 1.46348819441178 1.68496160771732 1.69628326095345 0.16640989372796 1.17140584642197 1.42094524061175 1.74922868395622 0.513110677878 1.58796968051056 1.75237221383276
"1 Sem Lectura expresión oral y escritura I" 0.975392679150461 0.773399954317085 0 0.783400807905339 1.26146395745087 0.681030753643484 1.10477804849578 0.806395843228135 0.424772320315763 1.39032576984042 1.37767946913808 1.3304574309055 1.14835184016373 1.11084374853533 1.163936367331 1.37209937951445 1.3622616548236 0.87835191792606 0.939808397559348 1.14853631165187 1.37554395229134 1.1942733680511 1.19499287170262 1.2676586585933
"1 Sem Lógica" 0.929947315642377 0.92858395181012 0.783400807905339 0 1.20153048476992 0.87543535072179 1.05117046256679 0.916516162543002 0.884188257121635 1.29301893817732 1.17614605966979 0.978368211788687 0.975702375272687 1.11752092904156 1.03421204550091 1.20040404218024 1.32785482321393 1.03006680604126 0.953496746415636 1.04532660157938 1.29091875178791 1.19065320473646 1.02676648062021 0.897200894526859
"1 Sem Química I" 0.926899273299676 1.58954604327841 1.26146395745087 1.20153048476992 0 1.20153674651072 0.744458405797757 1.59267463762848 1.20669825317975 0.383945016887736 0.385791739684837 0.653195508285095 0.751939564835048 1.44531416177821 0.812207825943429 0.457043704726657 0.421075602409077 1.55783011704535 1.03733727943895 0.685723153437794 0.456705162529061 1.34714046995496 0.735530019860105 0.667653116074692
"1 Sem Tecnologías de la Información y comunicación" 0.911794709470094 0.841977747275081 0.681030753643484 0.87543535072179 1.20153674651072 0 1.1055528059586 0.817757934818711 0.743255545109233 1.33984872663306 1.22475855585242 1.2050030588232 1.19984589540357 1.1070125668745 1.06833457719715 1.26566434284999 1.35256592124246 0.935643369712803 0.896018559155387 1.1873443679524 1.31638454861735 1.17537067460645 1.11258031141723 1.250758575228
"2 Sem Geometría y trigonometría" 0.91513550048789 1.54094134289029 1.10477804849578 1.05117046256679 0.744458405797757 1.1055528059586 0 1.50515436397981 1.13810730231628 0.643813714983291 0.601693364283708 0.617211047954161 0.567202796883604 1.39639441931587 0.649587431953283 0.739056760696714 0.719920107653176 1.49029330772189 0.882004154365426 0.950385305132804 0.673739203636916 1.27952609295968 0.687775588755704 0.55531957808862
"2 Sem Inglés II" 1.02987107315916 0.0469806859354427 0.806395843228135 0.916516162543002 1.59267463762848 0.817757934818711 1.50515436397981 0 0.885926210914432 1.74642104702172 1.79087791604127 1.72276842319288 1.53495324560029 0.362615192706774 1.428020492373 1.68221286822869 1.70603399040879 0.216746150703395 1.13167564297529 1.41937029790948 1.73336293527654 0.512851055159102 1.5819895870054 1.71962887973454
"2 Sem Lectura expresión oral y escritura II" 0.941922530437508 0.83664399865602 0.424772320315763 0.884188257121635 1.20669825317975 0.743255545109233 1.13810730231628 0.885926210914432 0 1.32113776603464 1.31553119951259 1.31866318444752 1.09406122000343 1.13646094652645 1.08233187411445 1.26044459670717 1.26198135506812 0.918485025999451 1.00762877394947 1.10531964879719 1.31777183300802 1.21276978891864 1.17070514184185 1.31584731645873
"2 Sem Química II" 1.01118769618442 1.75527135911229 1.39032576984042 1.29301893817732 0.383945016887736 1.33984872663306 0.643813714983291 1.74642104702172 1.32113776603464 0 0.286477090639442 0.441688127294878 0.653403157236877 1.42785404491402 0.771734508828205 0.265615718786888 0.198846847562835 1.6501559496993 1.08643117769189 0.697611845899831 0.31898118787044 1.27296425376426 0.614514649088241 0.46736638871447
